Brand,Processor_Speed,RAM_Size,Storage_Capacity,Screen_Size,Weight,Price
Lenovo,2.157781425,32,1000,11.82731162,4.509262769,32764.01284
Asus,2.400341019,4,256,15.13257524,3.507396949,9287.756517
Dell,1.719106867,32,1000,16.3864614,2.043143708,33267.88053
Lenovo,3.842394558,32,512,15.47107697,4.408943904,18743.56939
Dell,2.884505602,4,1000,11.45863917,4.942381416,31500.57912
HP,2.263810777,8,1000,16.37530509,3.817778586,31579.96909
Lenovo,2.492453793,16,256,15.76357632,3.511125161,9718.50405
HP,2.618006351,4,1000,11.9498234,4.635247589,31165.0194
Lenovo,3.001485833,16,1000,11.31071533,4.857550369,32210.84468
Acer,2.789198569,4,1000,14.34386345,4.263610748,31299.09634
Asus,3.798479933,16,1000,11.93621487,3.336358789,32190.56583
Acer,2.742408707,8,512,16.00754572,3.776664198,17224.93575
HP,3.980395037,8,256,13.15000794,4.102806095,9550.586045
Asus,3.628562394,4,256,16.47735467,2.582820713,9310.973767
Lenovo,2.021276286,32,512,14.39412903,3.341603097,17879.22567
Asus,3.826488037,16,1000,12.09603431,4.489463794,32503.389
Dell,1.790915995,32,512,11.8375932,3.964176045,17848.64893
Asus,3.543624271,32,1000,14.45883463,3.233612202,32948.39026
Dell,2.451558234,32,512,15.57130167,3.990087602,17863.49092
Asus,3.694935801,8,256,15.68903389,2.354667236,9605.248956
Dell,3.670141725,4,256,12.65454443,3.204492832,9268.415328
HP,3.5148135,4,256,12.22548055,4.379385614,9320.050038
Acer,3.475076091,8,1000,11.10053783,2.661526361,31555.48438
Lenovo,2.261697848,8,1000,15.07519491,2.557884523,31775.10078
Asus,1.702298208,4,512,11.45940955,4.85245598,16213.28116
Acer,2.507450447,32,512,13.52456721,2.629692889,18187.249
Lenovo,1.933811287,16,256,14.61009298,2.782755739,9654.234216
Lenovo,3.237377722,16,1000,16.62265367,4.908847817,32242.39494
Dell,2.365249316,16,512,12.87081282,4.204125711,17379.97584
HP,3.939025502,32,1000,12.49863297,4.098789599,33254.5242
HP,3.102430193,4,1000,14.92496093,4.558779152,31838.33721
Acer,3.556201409,8,256,14.71543419,2.347469247,9530.952688
HP,1.831311682,4,256,12.9926587,4.11786871,8771.368296
Asus,3.655036206,32,1000,16.56861101,3.511065828,33239.41226
HP,3.806892976,8,1000,16.06917396,4.487451921,31881.83968
Acer,2.717654797,32,1000,12.34389528,3.524425156,33108.08856
HP,3.015632344,16,1000,12.43485527,3.860724063,31992.82301
Asus,3.412024502,16,256,14.07380208,3.433226379,9737.946501
Dell,1.937096568,32,512,15.64143261,3.434476771,18154.66195
Acer,2.756415191,8,256,11.26424228,4.303909934,8965.445226
Dell,2.496657569,8,512,15.16001092,3.885699202,16930.189
Dell,1.86593498,4,1000,14.88941538,3.899789605,31266.00929
Dell,2.418836056,16,512,12.38888058,3.350847451,17402.13081
Lenovo,1.670430773,4,256,15.08811808,3.593328489,8780.660812
Lenovo,1.564529767,4,256,16.64109915,4.237152999,8807.456312
Dell,1.837915723,32,1000,11.28071507,4.477822757,32879.80196
Acer,3.907787779,32,256,12.91791233,4.089684206,10776.32667
Asus,2.87382384,4,1000,13.6290603,4.772218967,31672.55122
Asus,3.914555403,16,256,16.39556215,4.460972264,9937.855121
HP,2.581244696,32,256,16.77356868,3.685591369,10583.97421
Acer,2.279540333,4,1000,13.66469148,4.014218218,31431.9666
Lenovo,2.765354657,4,512,15.50017047,4.778924831,17224.79607
Dell,2.598779222,4,256,14.18996614,3.857504133,9101.45649
HP,1.764161711,4,512,14.22669761,4.474420844,16619.36831
Asus,3.102065787,4,256,12.66859709,4.066431511,9432.75139
Lenovo,2.040095456,4,256,12.30173748,3.655809083,8921.533462
Lenovo,3.048969887,32,256,12.72803208,2.725514586,10674.02531
Dell,3.125502731,16,256,14.33796804,3.277992558,10061.27182
Asus,1.880062133,4,512,11.17493112,4.903228475,16495.31039
Acer,1.653374068,8,512,16.44349367,3.97329615,16947.90421
Lenovo,3.451903965,32,256,11.93770226,3.693186141,11021.31312
Dell,2.649501059,32,256,12.32053206,4.798869877,10692.58576
Acer,1.645409489,4,512,14.10965706,3.759535343,16690.6663
Asus,3.987165793,32,1000,15.2606886,3.578247555,33122.00019
Lenovo,1.644451402,4,1000,11.57437433,4.277932565,31096.73479
Acer,3.237588072,16,512,12.90616819,4.137996857,17326.62382
Acer,3.959197313,16,256,16.81204763,2.579480025,10384.21041
Acer,2.097950261,32,256,12.5740578,3.413924824,10680.02617
Lenovo,1.855623422,32,1000,12.87830087,3.417546328,32563.09234
Lenovo,1.803462349,8,1000,16.01899094,3.134673546,31617.26295
HP,2.258187869,32,512,11.30128659,3.551880446,18124.4098
Asus,1.752614528,8,1000,13.78767901,3.239322193,31730.76636
Dell,3.230403354,16,512,13.27770059,2.598036468,17622.21456
Acer,1.655729495,16,1000,12.89952056,3.237099462,31852.20156
HP,2.77355532,4,1000,12.71419756,2.216830843,31378.48959
Dell,3.991742135,16,1000,11.54824463,3.727357588,32360.21331
HP,3.534925674,8,256,12.88895498,4.560963647,9429.518084
Lenovo,3.038048596,32,256,11.25831442,4.175861253,10615.15438
Acer,2.265634052,4,256,15.68578318,3.08118212,9100.836437
Dell,3.059739591,8,1000,13.38936676,2.261213617,31682.62474
Dell,2.81760366,32,512,13.66342299,2.606448198,18076.17656
Dell,2.56520846,4,512,16.36156752,3.636471021,16966.74738
Dell,1.826775942,16,512,14.9483299,2.62117125,17306.62414
Dell,3.716510538,8,512,11.04835462,3.631919334,17545.43418
HP,2.624461622,32,256,16.65904894,2.694797074,10404.65636
Acer,1.98655628,4,256,12.4228668,4.546771608,9105.360514
Lenovo,2.419398377,4,1000,11.64568511,3.191814419,31368.34594
Lenovo,2.535324381,16,1000,15.60876907,2.736651878,32511.82542
Lenovo,3.568844739,32,512,14.0028639,4.436978541,18519.25082
Lenovo,3.334035951,16,256,13.6026234,3.028516894,9953.512206
HP,3.423262234,16,512,12.49701848,2.334463064,17555.2277
Asus,1.527578161,32,1000,14.28482894,3.711228474,32513.47572
Acer,2.540384995,32,1000,12.64630763,3.744692613,32885.83478
Dell,2.703360379,32,512,16.40949803,4.144087026,18010.96064
Asus,1.547980692,8,1000,12.29122688,2.7206583,31160.95728
Lenovo,2.149533022,32,512,16.3061309,3.331314017,18385.20377
Asus,3.400724558,4,256,14.35643255,2.847103757,8966.377697
Acer,1.842774264,16,512,15.9709288,2.242861208,17261.63011
Dell,2.838275329,8,256,15.27707598,4.629841481,9197.072872
Dell,2.03800468,32,256,15.18017067,4.186609413,10368.84412
Acer,1.530301937,8,1000,12.94607485,2.904389178,31472.84705
Acer,2.103003644,32,1000,12.40338159,3.798118979,32927.59823
Lenovo,3.939684387,8,1000,12.26531737,2.603791364,32150.73203
Dell,3.50384278,16,512,16.14314994,4.670709865,17453.13381
Asus,3.898941611,16,512,15.92256092,2.34471903,17641.59996
HP,2.71963511,4,1000,13.64344117,2.011511437,32307.19076
HP,1.774340497,4,512,11.79442768,3.506024593,16565.69347
Acer,2.869898722,32,1000,13.29351351,3.74938347,32725.91402
Lenovo,2.635943336,16,512,14.71606072,3.736895961,17300.98077
HP,3.610892707,8,256,13.72641893,2.163535782,9506.243579
Dell,1.745206452,8,256,15.68113561,2.942131421,9134.695216
Acer,2.720602843,8,1000,16.98573693,3.497596841,31701.98531
Asus,1.875121662,4,512,12.14679253,2.649737557,16647.1775
Acer,2.311689817,8,512,13.75790492,4.617877656,16945.63571
Asus,3.343392693,4,256,13.58590341,2.261327868,9106.686029
Acer,2.690045323,4,256,12.8269552,3.462153325,9213.79284
Acer,2.439720713,32,1000,12.1885731,4.074248173,32815.18251
Acer,2.486190696,8,256,11.3941527,2.7852533,9376.584994
Asus,2.648616921,8,1000,16.3227159,3.872722211,31374.55967
Asus,3.46254136,16,256,13.51909219,4.48815545,9929.37741
Acer,3.730211722,32,256,13.98137311,2.571010925,10382.84043
HP,3.888336716,16,512,16.50165229,4.751661775,17685.06959
Lenovo,3.467258466,32,256,15.65774287,3.660675598,10881.58705
Lenovo,2.288517239,8,256,11.78300758,2.897696013,9453.54247
Lenovo,3.220336765,4,1000,14.39251981,3.292574826,31665.88401
Asus,2.59400781,4,256,13.65351366,2.936575651,9277.584226
Asus,2.136676555,4,1000,15.78326644,4.17533348,31341.44631
HP,3.602178949,4,256,15.34539529,4.38890199,9261.621122
Lenovo,1.596065872,4,256,15.14243433,4.498812177,9495.625372
Lenovo,3.75440498,16,1000,13.04326901,4.957304749,32427.60539
Acer,2.653693662,32,512,15.82978238,4.373852877,18028.99908
Asus,3.093003692,8,1000,11.31434777,3.804152212,31359.91339
Lenovo,3.148384806,16,1000,11.95774941,3.017660895,32045.64145
HP,3.737794352,32,1000,13.01373964,3.633786346,33309.8695
HP,3.091674205,4,512,11.46084465,2.123204518,16896.06752
Lenovo,3.034833962,32,256,12.40996567,4.234475227,10148.01739
Asus,1.666630101,32,1000,15.9809059,3.337866635,32684.10679
HP,2.796020055,4,1000,16.68950923,2.060069689,31571.91319
Acer,1.875422502,4,512,12.82761413,2.187520825,16186.6281
HP,3.343584422,4,1000,12.58709482,3.162399391,31593.66802
Dell,2.780554802,8,256,12.67935591,3.750264557,9149.521832
Dell,3.200569448,4,512,12.66631452,3.392611847,16552.40478
Asus,1.604182252,8,256,11.21558109,3.857612952,9407.473459
Lenovo,1.71198004,4,256,16.56149808,3.440882776,8807.696702
